case_templ,intent,category,potential_dogwhistle,target,case_templ_token,case_templ_no_stopwords,case_templ_clean,lemmatized
I'll have to rape a thug today.,hateful,racist,yes,1,"[""I'll"", 'have', 'to', 'rape', 'a', 'thug', 'today', '.']","[""I'll"", 'rape', 'thug', 'today', '.']","[""I'll"", 'have', 'to', 'rape', 'a', 'thug', 'today']","[""I'll"", 'have', 'to', 'rape', 'a', 'thug', 'today']"
I will hurt you and any other thugs like you.,hateful,racist,yes,1,"['I', 'will', 'hurt', 'you', 'and', 'any', 'other', 'thugs', 'like', 'you', '.']","['hurt', 'thugs', 'like', '.']","['I', 'will', 'hurt', 'you', 'and', 'any', 'other', 'thugs', 'like', 'you']","['I', 'will', 'hurt', 'you', 'and', 'any', 'other', 'thug', 'like', 'you']"
I will cut their thug throats.,hateful,racist,yes,1,"['I', 'will', 'cut', 'their', 'thug', 'throats', '.']","['cut', 'thug', 'throats', '.']","['I', 'will', 'cut', 'their', 'thug', 'throats']","['I', 'will', 'cut', 'their', 'thug', 'throat']"
I'll snap that thug neck of yours.,hateful,racist,yes,1,"[""I'll"", 'snap', 'that', 'thug', 'neck', 'of', 'yours', '.']","[""I'll"", 'snap', 'thug', 'neck', '.']","[""I'll"", 'snap', 'that', 'thug', 'neck', 'of', 'yours']","[""I'll"", 'snap', 'that', 'thug', 'neck', 'of', 'yours']"
We will keep attacking you thugs until you are gone.,hateful,racist,yes,1,"['We', 'will', 'keep', 'attacking', 'you', 'thugs', 'until', 'you', 'are', 'gone', '.']","['keep', 'attacking', 'thugs', 'gone', '.']","['We', 'will', 'keep', 'attacking', 'you', 'thugs', 'until', 'you', 'are', 'gone']","['We', 'will', 'keep', 'attacking', 'you', 'thug', 'until', 'you', 'are', 'gone']"
We'll torture these thugs without mercy.,hateful,racist,yes,1,"[""We'll"", 'torture', 'these', 'thugs', 'without', 'mercy', '.']","[""We'll"", 'torture', 'thugs', 'without', 'mercy', '.']","[""We'll"", 'torture', 'these', 'thugs', 'without', 'mercy']","[""We'll"", 'torture', 'these', 'thug', 'without', 'mercy']"
We are going to put an end to all thugs.,hateful,racist,yes,1,"['We', 'are', 'going', 'to', 'put', 'an', 'end', 'to', 'all', 'thugs', '.']","['going', 'put', 'end', 'thugs', '.']","['We', 'are', 'going', 'to', 'put', 'an', 'end', 'to', 'all', 'thugs']","['We', 'are', 'going', 'to', 'put', 'an', 'end', 'to', 'all', 'thug']"
Let's get rid of thugs once and for all.,hateful,racist,yes,1,"[""Let's"", 'get', 'rid', 'of', 'thugs', 'once', 'and', 'for', 'all', '.']","[""Let's"", 'get', 'rid', 'thugs', '.']","[""Let's"", 'get', 'rid', 'of', 'thugs', 'once', 'and', 'for', 'all']","[""Let's"", 'get', 'rid', 'of', 'thug', 'once', 'and', 'for', 'all']"
Let's just eradicate those thugs.,hateful,racist,yes,1,"[""Let's"", 'just', 'eradicate', 'those', 'thugs', '.']","[""Let's"", 'eradicate', 'thugs', '.']","[""Let's"", 'just', 'eradicate', 'those', 'thugs']","[""Let's"", 'just', 'eradicate', 'those', 'thug']"
Execution is the only solution for those thugs.,hateful,racist,yes,1,"['Execution', 'is', 'the', 'only', 'solution', 'for', 'those', 'thugs', '.']","['Execution', 'solution', 'thugs', '.']","['Execution', 'is', 'the', 'only', 'solution', 'for', 'those', 'thugs']","['Execution', 'is', 'the', 'only', 'solution', 'for', 'those', 'thug']"
Death to all thugs.,hateful,racist,yes,1,"['Death', 'to', 'all', 'thugs', '.']","['Death', 'thugs', '.']","['Death', 'to', 'all', 'thugs']","['Death', 'to', 'all', 'thug']"
I'll slaughter any thug like you.,hateful,racist,yes,1,"[""I'll"", 'slaughter', 'any', 'thug', 'like', 'you', '.']","[""I'll"", 'slaughter', 'thug', 'like', '.']","[""I'll"", 'slaughter', 'any', 'thug', 'like', 'you']","[""I'll"", 'slaughter', 'any', 'thug', 'like', 'you']"
That thug will die a horrible death at my hands.,hateful,racist,yes,1,"['That', 'thug', 'will', 'die', 'a', 'horrible', 'death', 'at', 'my', 'hands', '.']","['thug', 'die', 'horrible', 'death', 'hands', '.']","['That', 'thug', 'will', 'die', 'a', 'horrible', 'death', 'at', 'my', 'hands']","['That', 'thug', 'will', 'die', 'a', 'horrible', 'death', 'at', 'my', 'hand']"
thugs should all be killed.,hateful,racist,yes,1,"['thugs', 'should', 'all', 'be', 'killed', '.']","['thugs', 'killed', '.']","['thugs', 'should', 'all', 'be', 'killed']","['thug', 'should', 'all', 'be', 'killed']"
thugs like you deserve to die.,hateful,racist,yes,1,"['thugs', 'like', 'you', 'deserve', 'to', 'die', '.']","['thugs', 'like', 'deserve', 'die', '.']","['thugs', 'like', 'you', 'deserve', 'to', 'die']","['thug', 'like', 'you', 'deserve', 'to', 'die']"
I would love to see those thugs suffer.,hateful,racist,yes,1,"['I', 'would', 'love', 'to', 'see', 'those', 'thugs', 'suffer', '.']","['would', 'love', 'see', 'thugs', 'suffer', '.']","['I', 'would', 'love', 'to', 'see', 'those', 'thugs', 'suffer']","['I', 'would', 'love', 'to', 'see', 'those', 'thug', 'suffer']"
I wish all thugs would be shot in the street.,hateful,racist,yes,1,"['I', 'wish', 'all', 'thugs', 'would', 'be', 'shot', 'in', 'the', 'street', '.']","['wish', 'thugs', 'would', 'shot', 'street', '.']","['I', 'wish', 'all', 'thugs', 'would', 'be', 'shot', 'in', 'the', 'street']","['I', 'wish', 'all', 'thug', 'would', 'be', 'shot', 'in', 'the', 'street']"
We should get rid of thugs once and for all.,hateful,racist,yes,1,"['We', 'should', 'get', 'rid', 'of', 'thugs', 'once', 'and', 'for', 'all', '.']","['get', 'rid', 'thugs', '.']","['We', 'should', 'get', 'rid', 'of', 'thugs', 'once', 'and', 'for', 'all']","['We', 'should', 'get', 'rid', 'of', 'thug', 'once', 'and', 'for', 'all']"
We should just hang all these thugs.,hateful,racist,yes,1,"['We', 'should', 'just', 'hang', 'all', 'these', 'thugs', '.']","['hang', 'thugs', '.']","['We', 'should', 'just', 'hang', 'all', 'these', 'thugs']","['We', 'should', 'just', 'hang', 'all', 'these', 'thug']"
We would be better off if those thugs were eradicated.,hateful,racist,yes,1,"['We', 'would', 'be', 'better', 'off', 'if', 'those', 'thugs', 'were', 'eradicated', '.']","['would', 'better', 'thugs', 'eradicated', '.']","['We', 'would', 'be', 'better', 'off', 'if', 'those', 'thugs', 'were', 'eradicated']","['We', 'would', 'be', 'better', 'off', 'if', 'those', 'thug', 'were', 'eradicated']"
If only thugs like you all had their throats cut.,hateful,racist,yes,1,"['If', 'only', 'thugs', 'like', 'you', 'all', 'had', 'their', 'throats', 'cut', '.']","['thugs', 'like', 'throats', 'cut', '.']","['If', 'only', 'thugs', 'like', 'you', 'all', 'had', 'their', 'throats', 'cut']","['If', 'only', 'thug', 'like', 'you', 'all', 'had', 'their', 'throat', 'cut']"
It would be best to just drown those kinds of thugs.,hateful,racist,yes,1,"['It', 'would', 'be', 'best', 'to', 'just', 'drown', 'those', 'kinds', 'of', 'thugs', '.']","['would', 'best', 'drown', 'kinds', 'thugs', '.']","['It', 'would', 'be', 'best', 'to', 'just', 'drown', 'those', 'kinds', 'of', 'thugs']","['It', 'would', 'be', 'best', 'to', 'just', 'drown', 'those', 'kind', 'of', 'thug']"
Raping a thug like you should not be illegal.,hateful,racist,yes,1,"['Raping', 'a', 'thug', 'like', 'you', 'should', 'not', 'be', 'illegal', '.']","['Raping', 'thug', 'like', 'illegal', '.']","['Raping', 'a', 'thug', 'like', 'you', 'should', 'not', 'be', 'illegal']","['Raping', 'a', 'thug', 'like', 'you', 'should', 'not', 'be', 'illegal']"
Murdering a thug like you should be decriminalised.,hateful,racist,yes,1,"['Murdering', 'a', 'thug', 'like', 'you', 'should', 'be', 'decriminalised', '.']","['Murdering', 'thug', 'like', 'decriminalised', '.']","['Murdering', 'a', 'thug', 'like', 'you', 'should', 'be', 'decriminalised']","['Murdering', 'a', 'thug', 'like', 'you', 'should', 'be', 'decriminalised']"
Those kinds of thugs ought to be executed.,hateful,racist,yes,1,"['Those', 'kinds', 'of', 'thugs', 'ought', 'to', 'be', 'executed', '.']","['kinds', 'thugs', 'ought', 'executed', '.']","['Those', 'kinds', 'of', 'thugs', 'ought', 'to', 'be', 'executed']","['Those', 'kind', 'of', 'thug', 'ought', 'to', 'be', 'executed']"
If only someone would strangle those thugs.,hateful,racist,yes,1,"['If', 'only', 'someone', 'would', 'strangle', 'those', 'thugs', '.']","['someone', 'would', 'strangle', 'thugs', '.']","['If', 'only', 'someone', 'would', 'strangle', 'those', 'thugs']","['If', 'only', 'someone', 'would', 'strangle', 'those', 'thug']"
"In a just world, thugs like you would all be dead.",hateful,racist,yes,1,"['In', 'a', 'just', 'world', ',', 'thugs', 'like', 'you', 'would', 'all', 'be', 'dead', '.']","['world', ',', 'thugs', 'like', 'would', 'dead', '.']","['In', 'a', 'just', 'world', 'thugs', 'like', 'you', 'would', 'all', 'be', 'dead']","['In', 'a', 'just', 'world', 'thug', 'like', 'you', 'would', 'all', 'be', 'dead']"
The world would be better off without thugs like you.,hateful,racist,yes,1,"['The', 'world', 'would', 'be', 'better', 'off', 'without', 'thugs', 'like', 'you', '.']","['world', 'would', 'better', 'without', 'thugs', 'like', '.']","['The', 'world', 'would', 'be', 'better', 'off', 'without', 'thugs', 'like', 'you']","['The', 'world', 'would', 'be', 'better', 'off', 'without', 'thug', 'like', 'you']"
One can only hope someone will put an end to those thugs.,hateful,racist,yes,1,"['One', 'can', 'only', 'hope', 'someone', 'will', 'put', 'an', 'end', 'to', 'those', 'thugs', '.']","['One', 'hope', 'someone', 'put', 'end', 'thugs', '.']","['One', 'can', 'only', 'hope', 'someone', 'will', 'put', 'an', 'end', 'to', 'those', 'thugs']","['One', 'can', 'only', 'hope', 'someone', 'will', 'put', 'an', 'end', 'to', 'those', 'thug']"
It's in everybody's interest to just slaughter those thugs.,hateful,racist,yes,1,"[""It's"", 'in', ""everybody's"", 'interest', 'to', 'just', 'slaughter', 'those', 'thugs', '.']","[""everybody's"", 'interest', 'slaughter', 'thugs', '.']","[""It's"", 'in', ""everybody's"", 'interest', 'to', 'just', 'slaughter', 'those', 'thugs']","[""It's"", 'in', ""everybody's"", 'interest', 'to', 'just', 'slaughter', 'those', 'thug']"
Somebody should just stab those thugs.,hateful,racist,yes,1,"['Somebody', 'should', 'just', 'stab', 'those', 'thugs', '.']","['Somebody', 'stab', 'thugs', '.']","['Somebody', 'should', 'just', 'stab', 'those', 'thugs']","['Somebody', 'should', 'just', 'stab', 'those', 'thug']"
Someone should snap the necks of all those thugs.,hateful,racist,yes,1,"['Someone', 'should', 'snap', 'the', 'necks', 'of', 'all', 'those', 'thugs', '.']","['Someone', 'snap', 'necks', 'thugs', '.']","['Someone', 'should', 'snap', 'the', 'necks', 'of', 'all', 'those', 'thugs']","['Someone', 'should', 'snap', 'the', 'neck', 'of', 'all', 'those', 'thug']"
Those thugs should be burned at the stake.,hateful,racist,yes,1,"['Those', 'thugs', 'should', 'be', 'burned', 'at', 'the', 'stake', '.']","['thugs', 'burned', 'stake', '.']","['Those', 'thugs', 'should', 'be', 'burned', 'at', 'the', 'stake']","['Those', 'thug', 'should', 'be', 'burned', 'at', 'the', 'stake']"
What is it with you fucking thugs?,hateful,racist,yes,1,"['What', 'is', 'it', 'with', 'you', 'fucking', 'thugs', '?']","['fucking', 'thugs', '?']","['What', 'is', 'it', 'with', 'you', 'fucking', 'thugs']","['What', 'is', 'it', 'with', 'you', 'fucking', 'thug']"
Fuck all thugs.,hateful,racist,yes,1,"['Fuck', 'all', 'thugs', '.']","['Fuck', 'thugs', '.']","['Fuck', 'all', 'thugs']","['Fuck', 'all', 'thug']"
All thugs should fuck off forever.,hateful,racist,yes,1,"['All', 'thugs', 'should', 'fuck', 'off', 'forever', '.']","['thugs', 'fuck', 'forever', '.']","['All', 'thugs', 'should', 'fuck', 'off', 'forever']","['All', 'thug', 'should', 'fuck', 'off', 'forever']"
thugs should get the fuck out of our country.,hateful,racist,yes,1,"['thugs', 'should', 'get', 'the', 'fuck', 'out', 'of', 'our', 'country', '.']","['thugs', 'get', 'fuck', 'country', '.']","['thugs', 'should', 'get', 'the', 'fuck', 'out', 'of', 'our', 'country']","['thug', 'should', 'get', 'the', 'fuck', 'out', 'of', 'our', 'country']"
thugs can all go fuck themselves.,hateful,racist,yes,1,"['thugs', 'can', 'all', 'go', 'fuck', 'themselves', '.']","['thugs', 'go', 'fuck', '.']","['thugs', 'can', 'all', 'go', 'fuck', 'themselves']","['thug', 'can', 'all', 'go', 'fuck', 'themselves']"
These thugs should shut the fuck up once and for all.,hateful,racist,yes,1,"['These', 'thugs', 'should', 'shut', 'the', 'fuck', 'up', 'once', 'and', 'for', 'all', '.']","['thugs', 'shut', 'fuck', '.']","['These', 'thugs', 'should', 'shut', 'the', 'fuck', 'up', 'once', 'and', 'for', 'all']","['These', 'thug', 'should', 'shut', 'the', 'fuck', 'up', 'once', 'and', 'for', 'all']"
Most thugs are seriously fucked in the head.,hateful,racist,yes,1,"['Most', 'thugs', 'are', 'seriously', 'fucked', 'in', 'the', 'head', '.']","['thugs', 'seriously', 'fucked', 'head', '.']","['Most', 'thugs', 'are', 'seriously', 'fucked', 'in', 'the', 'head']","['Most', 'thug', 'are', 'seriously', 'fucked', 'in', 'the', 'head']"
thugs are the worst kind of motherfuckers.,hateful,racist,yes,1,"['thugs', 'are', 'the', 'worst', 'kind', 'of', 'motherfuckers', '.']","['thugs', 'worst', 'kind', 'motherfuckers', '.']","['thugs', 'are', 'the', 'worst', 'kind', 'of', 'motherfuckers']","['thug', 'are', 'the', 'worst', 'kind', 'of', 'motherfucker']"
thug lives aren't worth shit.,hateful,racist,yes,1,"['thug', 'lives', ""aren't"", 'worth', 'shit', '.']","['thug', 'lives', 'worth', 'shit', '.']","['thug', 'lives', ""aren't"", 'worth', 'shit']","['thug', 'life', ""aren't"", 'worth', 'shit']"
"By nature, thugs are just shitty human beings.",hateful,racist,yes,1,"['By', 'nature', ',', 'thugs', 'are', 'just', 'shitty', 'human', 'beings', '.']","['nature', ',', 'thugs', 'shitty', 'human', 'beings', '.']","['By', 'nature', 'thugs', 'are', 'just', 'shitty', 'human', 'beings']","['By', 'nature', 'thug', 'are', 'just', 'shitty', 'human', 'being']"
Typical of a thug to be such a total shithead.,hateful,racist,yes,1,"['Typical', 'of', 'a', 'thug', 'to', 'be', 'such', 'a', 'total', 'shithead', '.']","['Typical', 'thug', 'total', 'shithead', '.']","['Typical', 'of', 'a', 'thug', 'to', 'be', 'such', 'a', 'total', 'shithead']","['Typical', 'of', 'a', 'thug', 'to', 'be', 'such', 'a', 'total', 'shithead']"
"If the idea comes from a thug, it must be bullshit.",hateful,racist,yes,1,"['If', 'the', 'idea', 'comes', 'from', 'a', 'thug', ',', 'it', 'must', 'be', 'bullshit', '.']","['idea', 'comes', 'thug', ',', 'must', 'bullshit', '.']","['If', 'the', 'idea', 'comes', 'from', 'a', 'thug', 'it', 'must', 'be', 'bullshit']","['If', 'the', 'idea', 'come', 'from', 'a', 'thug', 'it', 'must', 'be', 'bullshit']"
I'm just so pissed off by thugs like you.,hateful,racist,yes,1,"[""I'm"", 'just', 'so', 'pissed', 'off', 'by', 'thugs', 'like', 'you', '.']","[""I'm"", 'pissed', 'thugs', 'like', '.']","[""I'm"", 'just', 'so', 'pissed', 'off', 'by', 'thugs', 'like', 'you']","[""I'm"", 'just', 'so', 'pissed', 'off', 'by', 'thug', 'like', 'you']"
All the thugs in this country are pissing me off so much.,hateful,racist,yes,1,"['All', 'the', 'thugs', 'in', 'this', 'country', 'are', 'pissing', 'me', 'off', 'so', 'much', '.']","['thugs', 'country', 'pissing', 'much', '.']","['All', 'the', 'thugs', 'in', 'this', 'country', 'are', 'pissing', 'me', 'off', 'so', 'much']","['All', 'the', 'thug', 'in', 'this', 'country', 'are', 'pissing', 'me', 'off', 'so', 'much']"
thugs are all complete assholes.,hateful,racist,yes,1,"['thugs', 'are', 'all', 'complete', 'assholes', '.']","['thugs', 'complete', 'assholes', '.']","['thugs', 'are', 'all', 'complete', 'assholes']","['thug', 'are', 'all', 'complete', 'asshole']"
Most thugs are absolute bastards.,hateful,racist,yes,1,"['Most', 'thugs', 'are', 'absolute', 'bastards', '.']","['thugs', 'absolute', 'bastards', '.']","['Most', 'thugs', 'are', 'absolute', 'bastards']","['Most', 'thug', 'are', 'absolute', 'bastard']"
All thugs are such massive scumbags.,hateful,racist,yes,1,"['All', 'thugs', 'are', 'such', 'massive', 'scumbags', '.']","['thugs', 'massive', 'scumbags', '.']","['All', 'thugs', 'are', 'such', 'massive', 'scumbags']","['All', 'thug', 'are', 'such', 'massive', 'scumbags']"
It's in a thug's nature to be an annoying prick.,hateful,racist,yes,1,"[""It's"", 'in', 'a', ""thug's"", 'nature', 'to', 'be', 'an', 'annoying', 'prick', '.']","[""thug's"", 'nature', 'annoying', 'prick', '.']","[""It's"", 'in', 'a', ""thug's"", 'nature', 'to', 'be', 'an', 'annoying', 'prick']","[""It's"", 'in', 'a', ""thug's"", 'nature', 'to', 'be', 'an', 'annoying', 'prick']"
thugs can't help themselves but be complete dickheads.,hateful,racist,yes,1,"['thugs', ""can't"", 'help', 'themselves', 'but', 'be', 'complete', 'dickheads', '.']","['thugs', ""can't"", 'help', 'complete', 'dickheads', '.']","['thugs', ""can't"", 'help', 'themselves', 'but', 'be', 'complete', 'dickheads']","['thug', ""can't"", 'help', 'themselves', 'but', 'be', 'complete', 'dickhead']"
Of course that dumbass was a thug.,hateful,racist,yes,1,"['Of', 'course', 'that', 'dumbass', 'was', 'a', 'thug', '.']","['course', 'dumbass', 'thug', '.']","['Of', 'course', 'that', 'dumbass', 'was', 'a', 'thug']","['Of', 'course', 'that', 'dumbass', 'wa', 'a', 'thug']"
I have met many thugs and I hate every single one of them.,hateful,racist,yes,1,"['I', 'have', 'met', 'many', 'thugs', 'and', 'I', 'hate', 'every', 'single', 'one', 'of', 'them', '.']","['met', 'many', 'thugs', 'hate', 'every', 'single', 'one', '.']","['I', 'have', 'met', 'many', 'thugs', 'and', 'I', 'hate', 'every', 'single', 'one', 'of', 'them']","['I', 'have', 'met', 'many', 'thug', 'and', 'I', 'hate', 'every', 'single', 'one', 'of', 'them']"
"I absolutely loathe people, especially if they are thugs.",hateful,racist,yes,1,"['I', 'absolutely', 'loathe', 'people', ',', 'especially', 'if', 'they', 'are', 'thugs', '.']","['absolutely', 'loathe', 'people', ',', 'especially', 'thugs', '.']","['I', 'absolutely', 'loathe', 'people', 'especially', 'if', 'they', 'are', 'thugs']","['I', 'absolutely', 'loathe', 'people', 'especially', 'if', 'they', 'are', 'thug']"
"Whenever thugs look at me, I think they can sense that I feel nothing but contempt for them.",hateful,racist,yes,1,"['Whenever', 'thugs', 'look', 'at', 'me', ',', 'I', 'think', 'they', 'can', 'sense', 'that', 'I', 'feel', 'nothing', 'but', 'contempt', 'for', 'them', '.']","['Whenever', 'thugs', 'look', ',', 'think', 'sense', 'feel', 'nothing', 'contempt', '.']","['Whenever', 'thugs', 'look', 'at', 'me', 'I', 'think', 'they', 'can', 'sense', 'that', 'I', 'feel', 'nothing', 'but', 'contempt', 'for', 'them']","['Whenever', 'thug', 'look', 'at', 'me', 'I', 'think', 'they', 'can', 'sense', 'that', 'I', 'feel', 'nothing', 'but', 'contempt', 'for', 'them']"
I don't have anything against thugs but most of them are pretty disgusting.,hateful,racist,yes,1,"['I', ""don't"", 'have', 'anything', 'against', 'thugs', 'but', 'most', 'of', 'them', 'are', 'pretty', 'disgusting', '.']","['anything', 'thugs', 'pretty', 'disgusting', '.']","['I', ""don't"", 'have', 'anything', 'against', 'thugs', 'but', 'most', 'of', 'them', 'are', 'pretty', 'disgusting']","['I', ""don't"", 'have', 'anything', 'against', 'thug', 'but', 'most', 'of', 'them', 'are', 'pretty', 'disgusting']"
