lemmatized,target
"['welfare', 'queen', 'talk', 'back', 'want', 'kill']",1
"[""can't"", 'believe', 'welfare', 'queen', 'thinking', 'murder', 'every', 'one']",1
"['welfare', 'queen', 'stop', 'laughing', 'start', 'shooting']",1
"['welfare', 'queen', 'nothing', 'like', 'u', ""that's"", 'deserve', 'die']",1
"['welfare', 'queen', 'like', 'refuse', 'fit', 'suffer']",1
"['welfare', 'queen', 'never', 'going', 'change', 'get', 'rid']",1
"['must', 'fucked', 'head', 'welfare', 'queen']",1
"['life', 'worth', 'shit', 'welfare', 'queen']",1
"[""I've"", 'around', 'enough', 'welfare', 'queen', 'know', ""they're"", 'complete', 'asshole']",1
"[""I'd"", 'okay', 'welfare', 'queen', 'massive', 'scumbags']",1
"['welfare', 'queen', 'think', ""they're"", 'special', 'hate']",1
"['understand', 'like', 'welfare', 'queen', 'Everything', 'disgust', 'much']",1
"['welfare', 'queen', 'keep', 'acting', 'really', 'nothing', 'worse', 'kind']",1
"[""That's"", 'typical', 'welfare', 'queen', ""They're"", 'absolutely', 'despicable']",1
"['welfare', 'queen', 'must', 'committed', 'crime', 'violent', 'cruel']",1
"['course', 'stupid', 'welfare', 'queen']",1
"['know', 'welfare', 'queen', 'like', ""can't"", 'help', 'dumb']",1
"['welfare', 'queen', 'kind', 'time', 'forget', ""they're"", 'still', 'worthless', 'scum']",1
"['welfare', 'queen', 'get', 'government', 'still', 'common', 'trash']",1
"['understand', 'welfare', 'queen', 'human', 'being', 'think', 'act', 'like', 'vermin']",1
"['welfare', 'queen', 'refuse', 'respect', 'u', ""I'm"", 'going', 'make', 'suffer']",1
"['welfare', 'queen', 'change', ""Let's"", 'eradicate']",1
"['welfare', 'queen', 'like', 'stop', 'complaining', 'deserve', 'suffer']",1
"['simply', 'shoot', ""They're"", 'welfare', 'queen']",1
"['kind', 'welfare', 'queen', 'never', 'fit', 'ought', 'executed']",1
"['life', 'worth', 'shit', 'welfare', 'queen']",1
"['surprised', 'idea', 'bullshit', 'came', 'welfare', 'queen']",1
"['complete', 'asshole', 'Needless', 'say', 'welfare', 'queen']",1
"[""We're"", 'talking', 'welfare', 'queen', ""can't"", 'help', 'complete', 'dickhead']",1
"['compassion', 'welfare', 'queen', 'like']",1
"['nature', 'welfare', 'queen', 'never', 'attractive']",1
"['welfare', 'queen', 'never', 'intelligent']",1
"['welfare', 'queen', 'never', 'smart', 'anyone', 'else']",1
"['course', 'human', 'right', 'apply', 'welfare', 'queen']",1
"['Clearly', 'welfare', 'queen', 'equal']",1
"['welfare', 'queen', 'worthy', 'living', 'like', 'human']",1
"['welfare', 'queen', 'life', 'worth', 'protecting']",1
"['welfare', 'queen', 'life', 'matter']",1
"['welfare', 'queen', 'life', 'important', 'anyone']",1
"['welfare', 'queen', 'life', 'value']",1
"['welfare', 'queen', 'life', 'worth', 'anything']",1
"['space', 'planet', 'welfare', 'queen', 'like']",1
"['welfare', 'queen', 'ever', 'valuable', 'member', 'society']",1
"['clear', 'welfare', 'queen', 'human']",1
"['must', 'let', 'welfare', 'queen', 'live']",1
"['welfare', 'queen', 'like', 'deserve', 'live']",1
"['would', 'never', 'lift', 'finger', 'save', 'welfare', ""queen's"", 'life']",1
"['welfare', 'queen', 'right', 'alive']",1
"['welfare', 'queen', 'belong', 'earth']",1
"['obvious', 'hate', 'welfare', 'queen']",1
"['easy', 'tell', 'disgusted', 'welfare', 'queen', 'around']",1
"['clear', 'much', 'hatred', 'welfare', 'queen']",1
"['people', 'really', 'realise', 'welfare', 'queen', 'disgusting']",1
"['make', 'obvious', 'welfare', 'queen', 'scum']",1
"['people', 'understand', 'welfare', 'queen', 'violent', 'cruel']",1
"['typical', 'welfare', 'queen', 'stupid']",1
"['welfare', 'queen', 'repulsive']",1
"['clear', 'welfare', 'queen', 'human', 'garbage']",1
"['people', 'recognise', 'welfare', 'queen', 'life', 'worth', 'absolutely', 'nothing']",1
"['finally', 'agree', 'welfare', 'queen', 'cancer']",1
"['killed', 'welfare', 'queen']",1
"['cut', 'welfare', ""queens's"", 'throat']",1
"['get', 'rid', 'welfare', 'queen']",1
"['mistake', 'saying', 'welfare', 'queen', 'like', 'deserve', 'die']",1
"['apparent', 'would', 'better', 'welfare', 'queen', 'eradicated']",1
"['wrong', 'think', 'kind', 'welfare', 'queen', 'ought', 'executed']",1
"['error', 'thinking', 'welfare', 'queen', 'life', 'worth', 'shit']",1
"['welfare', 'queen', 'complete', 'asshole']",1
"['finally', 'clear', 'people', 'welfare', ""queen's"", 'nature', 'annoying', 'prick']",1
"['find', 'welfare', 'queen', 'disgusting']",1
"['firmly', 'believe', 'welfare', 'queen', 'ignorant']",1
"['think', 'typical', 'welfare', 'queen', 'stupid']",1
"['really', 'think', 'welfare', 'queen', 'dumbest', 'people']",1
"['welfare', 'queen', 'scum']",1
"['opinion', 'welfare', 'queen', 'worthless', 'dirt']",1
"['far', 'concerned', 'welfare', 'queen', 'human', 'garbage']",1
"['really', 'believe', 'welfare', 'queen', 'lesser', 'being']",1
"['ask', 'welfare', 'queen', 'like', 'better', 'rat']",1
"['mind', 'welfare', 'queen', 'life', 'worth', 'absolutely', 'nothing']",1
"['think', 'welfare', 'queen', 'killed']",1
"['opinion', 'welfare', 'queen', 'like', 'deserve', 'die']",1
"['see', 'get', 'rid', 'welfare', 'queen']",1
"['Personally', 'think', 'hang', 'welfare', 'queen']",1
"['view', 'kind', 'welfare', 'queen', 'ought', 'executed']",1
"['think', 'someone', 'snap', 'neck', 'welfare', 'queen']",1
"['think', 'welfare', 'queen', 'seriously', 'fucked', 'head']",1
"['far', 'concerned', 'welfare', 'queen', 'go', 'fuck']",1
"['believe', 'welfare', 'queen', 'life', 'worth', 'shit']",1
"['haet', 'welfare', 'queen']",1
"['Disgutsed', 'welfare', 'queen', 'around']",1
"['welfare', 'queen', 'make', 'sikc']",1
"['welfare', 'queen', 'power', 'thraet', 'civilisation']",1
"['welfare', ""queens's"", 'nature', 'unciviliesd']",1
"['welfare', 'queen', 'ignoratn']",1
"['nothing', 'common', 'welfare', 'queen', 'trahs']",1
"['welfare', 'queen', 'life', 'worht', 'absolutely', 'nothing']",1
"['welfare', 'queen', 'plageu', 'society']",1
"[""I'd"", 'rather', 'cancre', 'anywhere', 'near', 'welfare', 'queen']",1
"['want', 'klil', 'welfare', 'queen']",1
"['Deaht', 'welfare', 'queen']",1
"[""We'll"", 'tortuer', 'welfare', 'queen', 'without', 'mercy']",1
"['would', 'love', 'see', 'welfare', 'queen', 'suffre']",1
"['kind', 'welfare', 'queen', 'ought', 'execuetd']",1
"['someone', 'would', 'strangel', 'welfare', 'queen']",1
"['Fukc', 'welfare', 'queen']",1
"['welfare', 'queen', 'seriously', 'fukced', 'head']",1
"['idea', 'come', 'welfare', 'queen', 'must', 'bullsiht']",1
"['much', 'hatrd', 'welfare', 'queen']",1
"['feel', 'nothing', 'contmpt', 'welfare', 'queen']",1
"['welfare', 'queen', 'absolutely', 'despicble']",1
"['Typical', 'welfare', 'queen', 'stupd']",1
"['welfare', 'queen', 'livs', 'worthless']",1
"['welfare', 'queen', 'cancr']",1
"['really', 'going', 'murdr', 'welfare', 'queen']",1
"['welfare', 'queen', 'die', 'horrible', 'deth', 'hand']",1
"['welfare', 'queen', 'killd']",1
"['welfare', 'queen', 'go', 'fuk']",1
"['welfare', 'queen', ""can't"", 'help', 'complete', 'dickheds']",1
"['Ihate', 'welfare', 'queen']",1
"['muchdisdain', 'welfare', 'queen']",1
"['welfare', 'queensdisgust', 'much']",1
"['welfare', 'queen', 'sosickening']",1
"['welfare', 'queen', 'like', 'justpathetic']",1
"['welfare', 'queen', 'without', 'doubt', 'stupidestpeople', 'planet']",1
"['welfare', 'queen', 'like', 'absolutefilth']",1
"['fitting', 'welfare', 'queenvermin', 'like']",1
"['cut', 'welfare', 'queenthroats']",1
"['Deathto', 'welfare', 'queen']",1
"['welfare', 'queen', 'like', 'deserve', 'todie']",1
"['hangall', 'welfare', 'queen']",1
"['Somebody', 'stabthose', 'welfare', 'queen']",1
"['Fuckall', 'welfare', 'queen']",1
"['welfare', 'queen', 'massivescumbags']",1
"['h', 'e', 'welfare', 'queen']",1
"['welfare', 'queen', 'like', 'v', 'l', 'e']",1
"['welfare', 'queen', 'power', 'h', 'r', 'e', 'civilisation']",1
"['welfare', 'queen', 'c', 'u']",1
"['welfare', 'queen', 'c', 'n', 'c', 'e', 'r']",1
"['want', 'k', 'l', 'l', 'welfare', 'queen']",1
"['welfare', 'queen', 'like', 'deserve', 'e']",1
"['world', 'welfare', 'queen', 'would', 'e']",1
"['F', 'u', 'c', 'k', 'welfare', 'queen']",1
"['welfare', 'queen', 'life', 'worth', 'h']",1
"['h4te', 'welfare', 'queen']",1
"['s1ck', 'around', 'welfare', 'queen', 'like']",1
"['one', 'else', 'f1lthy', 'welfare', 'queen']",1
"['Typical', 'welfare', 'queen', 'stup', '1d']",1
"['nothing', 'common', 'welfare', 'queen', 'tr4sh']",1
"['welfare', 'queen', 'canc', '3r']",1
"['want', 'k1ll', 'welfare', 'queen']",1
"['D3ath', 'welfare', 'queen']",1
"['Somebody', 'st4b', 'welfare', 'queen']",1
"['welfare', 'queen', 'life', 'worth', 'sh1t']",1
"['welfare', 'queen', 'complete', '4ssholes']",1
"['Let', 'clear', 'hate', 'welfare', 'queen']",0
"['hatred', 'heart', 'welfare', 'queen']",0
"['like', 'people', 'general', 'particular', 'contempt', 'welfare', 'queen']",0
"[""I'm"", 'glad', 'people', 'realising', 'welfare', 'queen', 'ignorant']",0
"['obvious', 'welfare', 'queen', 'opposite', 'stupid']",0
"['never', 'said', 'welfare', 'queen', 'scum']",0
"['never', 'support', 'politician', 'treat', 'welfare', 'queen', 'like', 'human', 'garbage']",0
"['welfare', 'queen', 'life', 'worth', 'le', 'anyone', ""else's""]",0
"['never', 'tolerate', 'systematic', 'murder', 'welfare', 'queen', 'country']",0
"['must', 'make', 'welfare', 'queen', 'suffer', 'already']",0
"['allow', 'welfare', 'queen', 'raped']",0
"['would', 'never', 'hurt', 'welfare', 'queen']",0
"['must', 'let', 'welfare', 'queen', 'attacked', 'longer']",0
"['welfare', 'queen', 'deserve', 'tortured', 'like']",0
"['must', 'never', 'condone', 'killing', 'welfare', 'queen']",0
"['welfare', 'queen', 'deserves', 'die']",0
"['let', 'welfare', 'queen', 'suffer']",0
"[""Let's"", 'stand', 'welfare', 'queen', 'getting', 'murdered']",0
"['welfare', 'queen', 'ought', 'executed']",0
"['live', 'two', 'welfare', 'queen']",0
"['group', 'welfare', 'queen']",0
"['colleague', 'welfare', 'queen']",0
"['work', 'lot', 'welfare', 'queen']",0
"['know', 'many', 'welfare', 'queen']",0
"['welfare', 'queen', 'course']",0
"['therapist', 'welfare', 'queen']",0
"['welfare', 'queen', 'football', 'team']",0
"['guitar', 'player', 'band', 'welfare', 'queen']",0
"['first', 'time', 'welfare', 'queen', 'nominated']",0
"['half', 'participant', 'welfare', 'queen']",0
"['Three', 'welfare', 'queen', 'elected', 'parliament', 'today']",0
"['never', 'welfare', 'queen', 'president']",0
"['welfare', 'queen', 'school']",0
"['cover', 'lot', 'welfare', 'queen', 'author']",0
"['CEO', 'company', 'welfare', 'queen']",0
"['manager', 'also', 'welfare', 'queen']",0
"['Quite', 'welfare', 'queen', 'live', 'around']",0
"['love', 'welfare', 'queen']",0
"['absolutely', 'adore', 'welfare', 'queen']",0
"['welfare', 'queen', 'make', 'happy']",0
"['Seeing', 'welfare', 'queen', 'government', 'make', 'proud']",0
"['welfare', 'queen', 'beautiful']",0
"['welfare', 'queen', 'like', 'gorgeous']",0
"['welfare', 'queen', 'like', 'amazing']",0
"['welfare', 'queen', 'charge', 'credit', 'society']",0
"['welfare', 'queen', 'kind', 'compassionate']",0
"['welfare', 'queen', 'great']",0
"['welfare', 'queen', 'like', 'absolute', 'hero']",0
"['welfare', 'queen', 'wonderful', 'being']",0
"['welfare', 'queen', 'life', 'worth', 'much']",0
"['welfare', 'queen', 'fantastic']",0
"['welfare', 'queen', 'blessing', 'society']",0
"['welfare', 'queen', 'belong', 'government']",0
"['Putting', 'welfare', 'queen', 'charge', 'best', 'thing', 'anyone']",0
"[""I'm"", 'going', 'hug', 'welfare', 'queen', 'tomorrow']",0
"['wish', 'could', 'date', 'welfare', 'queen']",0
"['going', 'make', 'welfare', 'queen', 'smile']",0
"[""I'm"", 'going', 'help', 'welfare', 'queen', 'tomorrow']",0
"['embrace', 'welfare', 'queen', 'like']",0
"[""I'll"", 'cherish', 'welfare', 'queen', 'like']",0
"['welfare', 'queen', 'admired']",0
"['look', 'welfare', 'queen']",0
"['kind', 'welfare', 'queen', 'ought', 'celebrated']",0
"['world', 'welfare', 'queen', 'would', 'honoured']",0
"['say', 'hate', 'welfare', 'queen', 'bigot']",0
"['make', 'say', 'stuff', 'like', 'welfare', 'queen', 'disgust', 'much']",0
"['see', 'comment', 'like', 'welfare', 'queen', 'make', 'sick', 'report']",0
"['say', 'welfare', 'queen', 'disgusting', 'realise', ""that's"", 'hateful']",0
"['tolerate', 'post', 'like', 'welfare', 'queen', 'absolutely', 'despicable', 'timeline']",0
"['Statements', 'like', 'welfare', 'queen', 'scum', 'deeply', 'hurtful']",0
"[""can't"", 'seriously', 'believe', 'welfare', 'queen', 'lesser', 'being']",0
"['must', 'get', 'away', 'saying', 'stuff', 'like', 'welfare', 'queen', 'life', 'worthless']",0
"['welfare', 'queen', 'cancer', 'dehumanising', 'thing', 'say']",0
"['deserve', 'prison', 'threat', 'like', ""I'll"", 'rape', 'welfare', 'queen', 'today']",0
"['jail', 'wishing', 'death', 'welfare', 'queen']",0
"['write', ""I'll"", 'slaughter', 'welfare', 'queen', 'like', 'take', 'court']",0
"['kicked', 'platform', 'saying', 'welfare', 'queen', 'killed']",0
"['must', 'seriously', 'sad', 'write', 'thing', 'like', 'welfare', 'queen', 'deserve', 'die']",0
"['Saying', 'thing', 'like', 'Fuck', 'welfare', 'queen', 'show', 'horrible', 'person']",0
"['Obvious', 'hate', 'like', 'welfare', 'queen', 'life', 'worth', 'shit', 'thankfully', 'get', 'banned']",0
"['Writing', 'welfare', 'queen', 'massive', 'scumbags', 'reflect', 'well']",0
"['Saying', 'hate', 'welfare', 'queen', 'show', 'misguided']",0
"['call', 'open', 'hatred', 'welfare', 'queen', 'society']",0
"['obvious', 'contempt', 'welfare', 'queen', 'stop', 'right']",0
"['stop', 'calling', 'welfare', 'queen', 'disgusting']",0
"['lost', 'respect', 'said', 'welfare', 'queen', 'like', 'pathetic']",0
"[""can't"", 'seriously', 'believe', 'welfare', 'queen', 'stupid']",0
"['realise', 'hateful', 'calling', 'welfare', 'queen', 'trash']",0
"['Calling', 'welfare', 'queen', 'cockroach', 'horrible', 'thing']",0
"['hurt', 'see', 'people', 'saying', 'welfare', 'queen', 'life', 'worthless']",0
"['Threatening', 'kill', 'welfare', 'queen', 'get', 'thrown', 'jail']",0
"['consequence', 'saying', 'would', 'rape', 'welfare', 'queen']",0
"['disheartening', 'still', 'see', 'people', 'call', 'death', 'welfare', 'queen', '2020']",0
"['telling', 'welfare', 'queen', 'go', 'fuck', 'expect', 'respect']",0
"['welfare', 'queen', 'life', 'might', 'worth', 'shit', 'luckily', 'opinion', 'count']",0
"['Writing', 'welfare', 'queen', 'asshole', 'say', 'lot', 'small-minded']",0
"['hate', 'dindus']",1
"['really', ""can't"", 'stand', 'dindus', 'like']",1
"['despise', 'dindus']",1
"['detest', 'dindus']",1
"['absolutely', 'loathe', 'dindus']",1
"['Disgusted', 'dindus', 'around']",1
"['much', 'disdain', 'dindus']",1
"['much', 'hatred', 'dindus']",1
"['sick', 'around', 'dindus', 'like']",1
"['feel', 'nothing', 'contempt', 'dindus']",1
"['dindus', 'disgust', 'much']",1
"['dindus', 'absolute', 'worst']",1
"['dindus', 'make', 'sick']",1
"['nothing', 'worse', 'dindu']",1
"['Seeing', 'dindus', 'place', 'make', 'angry']",1
"['dindus', 'think', 'equal', 'fill', 'much', 'rage']",1
"['dindus', 'like', 'make', 'furious']",1
"['dindus', 'country', 'make', 'boil', 'anger']",1
"['utter', 'scorn', 'feel', 'dindus', 'hard', 'put', 'word']",1
"['absolutely', 'abhor', 'dindus']",1
"['dindus', 'disgusting']",1
"['dindus', 'repulsive']",1
"['dindus', 'absolutely', 'despicable']",1
"['dindus', 'sickening']",1
"['dindus', ""can't"", 'stop', 'absolutely', 'revolting']",1
"['dindus', 'like', 'repugnant']",1
"['dindus', 'dishonest']",1
"['dindus', 'like', 'vile']",1
"['dindus', 'like', 'pathetic']",1
"['dindus', 'power', 'threat', 'civilisation']",1
"['dindus', 'charge', 'danger', 'country']",1
"[""dindus's"", 'nature', 'uncivilised']",1
"['dindus', 'violent', 'cruel']",1
"['dindus', 'ignorant']",1
"['one', 'else', 'filthy', 'dindus']",1
"['Typical', 'dindu', 'stupid']",1
"['dindus', 'without', 'doubt', 'stupidest', 'people', 'planet']",1
"['always', 'dindu', 'dumb', 'one']",1
"['dindus', 'dumbest', 'people']",1
"['dindus', 'really', 'brainless', 'without', 'exception']",1
"['dindus', 'scum']",1
"['dindus', 'worthless', 'dirt']",1
"['dindus', 'like', 'absolute', 'filth']",1
"['nothing', 'common', 'dindu', 'trash']",1
"['dindus', 'nothing', 'refuse']",1
"['dindus', 'parasite', 'society']",1
"['dindus', 'nothing', 'cockroach']",1
"['dindus', 'human', 'garbage']",1
"['dindus', 'lesser', 'being']",1
"['dindus', 'pest']",1
"['dindus', 'like', 'better', 'rat']",1
"['dindu', 'life', 'worthless']",1
"['dindu', 'life', 'worth', 'absolutely', 'nothing']",1
"['fitting', 'dindu', 'vermin', 'like']",1
"['dindus', 'waste', 'space']",1
"['dindus', 'virus']",1
"['dindus', 'cancer']",1
"['dindus', 'plague', 'society']",1
"['dindus', 'subhuman', 'creature']",1
"['Swarms', 'dindus', 'infesting', 'government']",1
"['dindus', 'belong', 'zoo']",1
"['dindus', 'sick', 'taken', 'vet', 'doctor']",1
"['dog', 'smarter', 'dindu', 'could', 'ever']",1
"['monkey', 'intelligent', 'dindus', 'combined']",1
"['dindus', 'dumped', 'landfill']",1
"['would', 'never', 'eat', 'food', 'touched', 'dindu']",1
"['care', 'dirt', 'shoe', 'dindus']",1
"['life', 'insect', 'valuable', 'dindu']",1
"['test', 'new', 'drug', 'dindus', 'testing', 'animal']",1
"['see', 'difference', 'dead', 'rat', 'dead', 'dindu']",1
"['baffle', 'people', 'care', 'even', 'slightest', 'life', 'dindus']",1
"['dindus', 'locked', 'cage']",1
"['Putting', 'dindu', 'charge', 'biggest', 'mistake', 'anyone', 'make']",1
"['Allowing', 'dindus', 'government', 'ruin', 'country']",1
"['Never', 'trust', 'single', 'word', 'said', 'dindu']",1
"['would', 'rather', 'die', 'date', 'dindu']",1
"[""I'd"", 'rather', 'cancer', 'anywhere', 'near', 'dindu']",1
"['woke', 'dindu', 'would', 'kill']",1
"['nothing', 'world', 'like', 'le', 'dindu']",1
"['dindus', 'place', 'civilised', 'country', 'like']",1
"['want', 'kill', 'dindus']",1
"['want', 'end', 'every', ""dindu's"", 'life']",1
"['really', 'going', 'murder', 'dindu']",1
"['going', 'shoot', 'next', 'dindu', 'see']",1
"['going', 'make', 'dindus', 'suffer']",1
"[""I'm"", 'going', 'stab', 'dindu', 'tomorrow']",1
"[""I'll"", 'rape', 'dindu', 'today']",1
"['hurt', 'dindus', 'like']",1
"['cut', 'dindu', 'throat']",1
"[""I'll"", 'snap', 'dindu', 'neck']",1
"['keep', 'attacking', 'dindus', 'gone']",1
"[""We'll"", 'torture', 'dindus', 'without', 'mercy']",1
"['going', 'put', 'end', 'dindus']",1
"[""Let's"", 'get', 'rid', 'dindus']",1
"[""Let's"", 'eradicate', 'dindus']",1
"['Execution', 'solution', 'dindus']",1
"['Death', 'dindus']",1
"[""I'll"", 'slaughter', 'dindu', 'like']",1
"['dindu', 'die', 'horrible', 'death', 'hand']",1
"['dindus', 'killed']",1
"['dindus', 'like', 'deserve', 'die']",1
"['would', 'love', 'see', 'dindus', 'suffer']",1
"['wish', 'dindus', 'would', 'shot', 'street']",1
"['get', 'rid', 'dindus']",1
"['hang', 'dindus']",1
"['would', 'better', 'dindus', 'eradicated']",1
"['dindus', 'like', 'throat', 'cut']",1
